GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
1544        15   75031184   75050441     44       6  161405       1.5677     0.058471
1445        15   75064425   75097039     64      10  161405       2.9422    0.0016294
79748       15   75095194   75119599     56       8  161405       2.8547    0.0021542
594855      15   75108951   75125636     29       8  161405       3.2024   0.00068154
25989       15   75126959   75145552     33       6  161405       3.4019    0.0003346
10066       15   75135697   75175670     52      10  161405       2.6639    0.0038625
4351        15   75172377   75192081     27       6  161405       1.6466      0.04982
57184       15   75190828   75209462     27       6  161405       1.8459     0.032456
9377        15   75211116   75240495     47       7  161405       1.7622     0.039019
54913       15   75245943   75259775     23       5  161405       2.3423    0.0095834
192683      15   75277876   75315336    102      10  161405       1.7225     0.042487
60490       15   75305927   75344567     96      12  161405      0.91601      0.17983
56905       15   75481219   75506010     20       6  161405       1.6901     0.045508
653641      15   75540899   75567296      5       3  161405     -0.69823      0.75748
653643      15   75565182   75589648      1       1  161405       2.6995     0.003472
54939       15   75618352   75635768     29      10  161405        1.874     0.030464
79661       15   75629331   75649092     29      10  161405       3.4057   0.00032994
4123        15   75646633   75671455     19       5  161405       3.6879   0.00011304
25942       15   75660220   75758181    111      12  161405       3.3797   0.00036286
5780        15   75757962   75881625    150      15  161405        3.197   0.00069423
10073       15   75888924   75928719     72       8  161405       1.8002     0.035913
55272       15   75929926   75951047     29       9  161405       2.3197     0.010178
257364      15   75931348   75952468     25       8  161405       1.9854      0.02355
1464        15   75965163   76015189     65      10  161405      0.49357       0.3108
161753      15   76006319   76021527     20       4  161405      0.84525      0.19899
92912       15   76125622   76194888    115      13  161405      0.16844      0.43312
26263       15   76186200   76229109     78       8  161405      0.58014      0.28091
145957      15   76232814   76314785    195       8  161405      0.75916      0.22388
123591      15   76342299   76498804    380      41  161405       1.3148     0.094287
2108        15   76507128   76613810    217      16  161405        1.661     0.048354
64843       15   76619065   76636317     38       9  161405       2.3658    0.0089954
49855       15   76639026   77207796   1031      22  161405       1.8691     0.030801
5955        15   77213962   77244101     52      14  161405       1.2912     0.098309
9051        15   77277021   77331173    127      20  161405      -0.3165      0.62419
10099       15   77334859   77373570     30       6  161405      0.67726      0.24912
79834       15   77398998   77722446    447      22  161405      0.80056      0.21169
10363       15   77703018   77779445    122      12  161405      0.99877      0.15895
84894       15   77903869   77998490    252      23  161405       4.0734   2.3166e-05
440292      15   78232245   78255144     45       9  161405     -0.87768      0.80994
23102       15   78285827   78379994    287      23  161405      -1.8339      0.96666
646892      15   78374927   78397893     51      11  161405     -0.69015      0.75495
10518       15   78395448   78433877    106      16  161405      0.12502      0.45025
3419        15   78431698   78464384     74      12  161405      0.80997      0.20898
23205       15   78461687   78537049    216      39  161405       2.2741      0.01148
55466       15   78546487   78576038     97      17  161405       2.7595    0.0028945
80349       15   78574075   78601977     68      12  161405       2.3371    0.0097183
1381        15   78622666   78642072     37      10  161405       1.9875     0.023435
3658        15   78720518   78795298    154      14  161405       6.3087    1.407e-10
123688      15   78789906   78831215     89       9  161405        5.074   1.9481e-07
5685        15   78822747   78843062     60       5  161405       4.0631   2.4213e-05
1138        15   78847862   78889111     87      10  161405       6.0124   9.1403e-10
1136        15   78883894   78923637     90       9  161405       6.8447   3.8319e-12
1143        15   78915136   78943587     51      10  161405       7.1401   4.6647e-13
11173       15   79050045   79113805    194      15  161405       3.6981   0.00010862
10933       15   79122903   79191581    250      18  161405       2.3138      0.01034
1512        15   79212592   79247436    106      12  161405      0.77685      0.21862
5923        15   79250789   79393215    433      64  161405       2.4744    0.0066732
390616      15   79565146   79592081     37       7  161405       1.2741      0.10131
23423       15   79593404   79677302    291      21  161405     -0.26527       0.6046
23251       15   79714858   79766142    136      21  161405        2.473    0.0066983
10588       15   80134389   80199627    178      22  161405       0.9791      0.16377
100528021   15   80134389   80225448    295      21  161405       1.2247      0.11035
400410      15   80189682   80226096    156      13  161405        1.343     0.089633
597         15   80251732   80273643     34       3  161405      0.12469      0.45039
54469       15   80341910   80432235    196      19  161405       3.4554   0.00027469
2184        15   80435233   80480424    147      21  161405      0.96026      0.16846
9915        15   80686692   80891778    531      50  161405       2.3285    0.0099423
58489       15   80977635   81049462    246      28  161405        3.159   0.00079155
