# ALPHA = 0.05
# NUMBER_OF_TESTS = 121

# _SET1_  VARIABLE = FC_ExN_2_GO:0006836~neurotransmitter (set)
# _SET1_  NGENES = 38
# _SET1_  P-VALUE = 5.21852e-05
_SET1_   GENE     CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET41_   10507         9   91974206   92122906    498      47  161405       -1.532      0.61275   -4.4409e-16       -1.532
_SET41_   8013          9  102574137  102630673     45       9  161405     0.034642      0.17556    -3.747e-16     0.034642
_SET41_   9355          9  126763889  126797072     87      10  161405     0.071451      0.16248    -3.747e-16     0.071451
_SET41_   2902          9  140023609  140064714     71      16  161405      0.89996     0.032654   -3.3307e-16      0.89996
_SET41_   26012         9  140340522  140363808     27      11  161405      -1.5197      0.72639   -4.4409e-16      -1.5197
_SET41_   57118        10   12381583   12873235   1753     174  161405      0.84161   0.00094982   -3.3307e-16      0.84161
_SET41_   8829         10   33464919   33633833    602      51  161405       1.7669   0.00092783   -4.4409e-16       1.7669
_SET41_   288          10   61784556   62503284   2130      81  161405       2.2049     2.09e-07   -4.4409e-16       2.2049
_SET41_   9211         10   95507566   95559416    152      28  161405     -0.94816      0.48429   -3.3307e-16     -0.94816
_SET41_   57715        10  102719254  102746873     38       7  161405       2.1884    0.0012252   -4.4409e-16       2.1884
_SET41_   2263         10  123236344  123367972    248      48  161405      -2.0851      0.85363   -4.4409e-16      -2.0851
_SET41_   219527       11   56939221   56960688     58       9  161405      0.47182     0.087105   -3.8858e-16      0.47182
_SET41_   349667       11   57217926   57245884     20       7  161405       1.2049     0.019584   -4.4409e-16       1.2049
_SET41_   6809         11   59512479   59574855    179       8  161405      0.29074      0.15492   -3.8858e-16      0.29074
_SET41_   23769        11   63793442   63888155    204      35  161405       3.7348    9.887e-07   -4.4409e-16       3.7348
_SET41_   6712         11   66448467   66506716     46      16  161405       2.2626   0.00074519   -4.4409e-16       2.2626
_SET41_   25987        11   76483357   76510698     69      11  161405      0.76904     0.049258   -3.3307e-16      0.76904
_SET41_   1813         11  113278817  113356413    194      25  161405       5.1559   3.2148e-10             0       5.1559
_SET41_   57453        11  117296989  117677976   1332     111  161405       1.2755   0.00087674   -4.4409e-16       1.2755
_SET41_   5818         11  119507308  119609435    201      26  161405       0.6005     0.050182   -3.3307e-16       0.6005
_SET41_   84623        11  126291888  126880766   1964     148  161405        1.691   1.6761e-05   -4.4409e-16        1.691
_SET41_   654429       12    1919433    1947419     92      31  161405       2.0518    0.0013267   -4.4409e-16       2.0518
_SET41_   4908         12    5531280    5605965    203      33  161405      0.36874     0.079773   -3.8858e-16      0.36874
_SET41_   5800         12   15465191   15752765    594      49  161405       1.4965    0.0021909   -4.4409e-16       1.4965
_SET41_   10677        12   58188915   58220193     34       9  161405      0.12982      0.15507   -3.8858e-16      0.12982
_SET41_   59277        12   96050083   96194565    485      45  161405      0.71278     0.023486   -3.3307e-16      0.71278
_SET41_   8408         12  132369279  132409207     83      11  161405       1.4424      0.01181   -4.4409e-16       1.4424
_SET41_   23768        14   85986411   86096540    341      37  161405     -0.23095      0.18066   -3.8858e-16     -0.23095
_SET41_   57611        15   74410544   74430643     13       6  161405      0.13209      0.17411   -3.8858e-16      0.13209
_SET41_   8482         15   74700130   74736299     96      15  161405      0.27444      0.12407   -3.8858e-16      0.27444
_SET41_   84894        15   77903869   77998490    252      23  161405       3.0467   2.3166e-05   -4.4409e-16       3.0467
_SET41_   4916         15   88418448   88810026    844      66  161405       1.9496   0.00024099   -4.4409e-16       1.9496
_SET41_   10509        15   90717985   90774397    187      19  161405       0.4351     0.073386   -3.8858e-16       0.4351
_SET41_   10300        16   57759623   57792662     92      21  161405      -1.6673      0.77862   -4.4409e-16      -1.6673
_SET41_   23108        17    2649050    2942535   1071     151  161405       1.3801    0.0019121   -4.4409e-16       1.3801
_SET41_   124925       17   27280423   27343458     80      15  161405      0.20454      0.13609   -3.8858e-16      0.20454
_SET41_   8851         17   30804105   30819771     12       4  161405        2.918   8.3977e-05   -4.4409e-16        2.918
_SET41_   4137         17   43961702   44107200    751       6  161405        3.968   4.0772e-08   -4.4409e-16        3.968
_SET41_   3675         17   48123340   48169349    129      17  161405      -1.7209      0.79943   -4.4409e-16      -1.7209
_SET41_   84687        17   48209601   48237877     37      10  161405      -0.7395      0.44131   -3.3307e-16      -0.7395
_SET41_   4884         17   78439133   78460404     52      15  161405       3.3271   9.7443e-06   -4.4409e-16       3.3271
_SET41_   6860         18   40846357   40867615     29       8  161405       2.4877   0.00041815   -4.4409e-16       2.4877
_SET41_   1630         18   49856542   51063773   4355     108  161405       1.8935   1.5094e-06   -4.4409e-16       1.8935
_SET41_   5064         19     698953     749830    247      49  161405      0.74703      0.03744   -3.3307e-16      0.74703
_SET41_   126520       19    1514073    1536955    108      15  161405      -1.4323      0.68068   -4.4409e-16      -1.4323
_SET41_   85300        19    3870618    3929580    159      37  161405     -0.76766      0.40857   -3.3307e-16     -0.76766
_SET41_   10501        19    4541100    4569771     95      21  161405      -1.1236      0.56008   -4.4409e-16      -1.1236
_SET41_   57662        19    7650774    7684696     70      11  161405      -1.9296      0.84586   -4.4409e-16      -1.9296
_SET41_   57622        19   39795957   39816740     33       7  161405     -0.12949      0.29856   -3.8858e-16     -0.12949
_SET41_   57731        19   40963050   41083865    282      42  161405      -1.2333      0.55666   -4.4409e-16      -1.2333
_SET41_   84258        19   51123734   51153092     77      11  161405      0.78462     0.047626   -3.3307e-16      0.78462
_SET41_   50944        19   51161552   51230195    153      40  161405       1.1404     0.016283   -4.4409e-16       1.1404
_SET41_   23767        20   14303139   14328313     62      13  161405      -1.1972      0.62271   -4.4409e-16      -1.1972
_SET41_   655          20   55742309   55851707    338      26  161405     -0.18074      0.16536   -3.8858e-16     -0.18074
_SET41_   1002         20   59817482   60517173   2900     244  161405     -0.53195      0.01155   -3.3307e-16     -0.53195
_SET41_   351          21   27251361   27553446    756      54  161405      0.23888     0.042843   -3.8858e-16      0.23888
_SET41_   1826         21   41382843   42229039   3053     197  161405     -0.41772    0.0095999   -3.8858e-16     -0.41772
_SET41_   27124        22   31508893   31532183     58      13  161405      0.44833     0.086194   -3.8858e-16      0.44833
_SET41_   85377        22   38292155   38339965     66      11  161405     -0.88041      0.48896   -3.3307e-16     -0.88041
_SET41_   23542        22   51029131   51051479     94      16  161405       2.2922   0.00066075   -4.4409e-16       2.2922

# _SET42_  VARIABLE = Hipp_ExN_5_GO:0048666~neuron (set)
# _SET42_  NGENES = 129
# _SET42_  P-VALUE = 7.1666e-05
_SET42_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET42_   374946        1   11741781   11781836    117      24  161405     0.079578      0.14489    -3.747e-16     0.079578
_SET42_   100532736     1   19913471   19986449    193      29  161405    -0.040917      0.16874    -3.747e-16    -0.040917
_SET42_   4681          1   19959723   19986449     88      21  161405     0.095021      0.14841    -3.747e-16     0.095021
_SET42_   100132074     1   41817328   41850763     85      19  161405       2.9209   5.1313e-05   -4.4409e-16       2.9209
_SET42_   7804          1   53706536   53803821    217      33  161405        2.148   0.00069077   -4.4409e-16        2.148
_SET42_   163404        1   99354301   99480449    470      44  161405      0.81464     0.020936   -3.3307e-16      0.81464
_SET42_   9890          1   99719848   99776640    149      20  161405      -1.3888      0.66937   -4.4409e-16      -1.3888
_SET42_   1952          1  109782641  109819878    104      19  161405     0.007912      0.17125   -3.7643e-16     0.007912
_SET42_   10100         1  115589132  115642121    211      24  161405       2.7569    7.245e-05   -4.4409e-16       2.7569
_SET42_   10500         1  151102661  151129146     58      11  161405       2.1204    0.0014467   -4.4409e-16       2.1204
_SET42_   1141          1  154530257  154553854     42      13  161405       2.5194   0.00040176   -4.4409e-16       2.5194
_SET42_   64218         1  156107145  156149042     75      15  161405     0.032243      0.16768    -3.747e-16     0.032243
_SET42_   57549         1  159895329  159925386     91      21  161405      -1.3891        0.671   -4.4409e-16      -1.3891
_SET42_   57216         1  160360364  160399968     86      12  161405        1.968    0.0019615   -4.4409e-16        1.968
_SET42_   7143          1  175290435  175722752   1211     107  161405       2.6107   6.1012e-06   -4.4409e-16       2.6107
_SET42_   10446         1  204584798  204664597    189      25  161405       1.6226    0.0038929   -4.4409e-16       1.6226
_SET42_   23114         1  204787782  204993450    591      53  161405       2.9089    1.171e-05   -4.4409e-16       2.9089
_SET42_   5362          1  208194087  208427665    624      60  161405       2.5186   5.3971e-05   -4.4409e-16       2.5186
_SET42_   440730        1  231288674  231358814    220      34  161405       1.0519     0.021918   -4.4409e-16       1.0519
_SET42_   55083         1  245308287  245867928   2023     188  161405     -0.73062     0.033509   -3.3307e-16     -0.73062
_SET42_   56896         2   27060969   27174719    197      13  161405       3.4268   4.8409e-06   -4.4409e-16       3.4268
_SET42_   2016          2   73134604   73163520     39      11  161405       3.3247   1.2657e-05   -4.4409e-16       3.3247
_SET42_   10716         2  162262620  162283881     31       9  161405     -0.16233      0.24565   -3.8858e-16     -0.16233
_SET42_   8828          2  206537184  206664357    285      49  161405     0.074468      0.12779    -3.747e-16     0.074468
_SET42_   8609          2  207937361  208041970    298      37  161405       1.7066    0.0024685   -4.4409e-16       1.7066
_SET42_   2043          2  222281247  222447010    394      34  161405     -0.74666      0.32225   -3.3307e-16     -0.74666
_SET42_   9855          2  242285664  242435756    344      23  161405      0.83242     0.024731   -3.3307e-16      0.83242
_SET42_   10752         3     228279     452600    865      65  161405    -0.065633     0.066073    -3.747e-16    -0.065633
_SET42_   1951          3   48672396   48710348     34       4  161405       3.4661   1.5697e-05   -4.4409e-16       3.4661
_SET42_   7474          3   55498243   55531670     73      16  161405    -0.072573      0.19254    -3.747e-16    -0.072573
_SET42_   55079         3   62353847   62369190     22       5  161405     -0.70227      0.48418   -3.3307e-16     -0.70227
_SET42_   91653         3  112919850  113007806    326      42  161405     -0.86985      0.40977   -3.3307e-16     -0.86985
_SET42_   54437         3  122626540  122757452    398      51  161405       1.7354    0.0020217   -4.4409e-16       1.7354
_SET42_   8997          3  123803558  124441536   1876      85  161405      0.72827     0.000486   -3.3307e-16      0.72827
