# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
80336       20   43528701   43589085    114      17  161405       3.2082   -4.4409e-16       3.2082
10953       20   43569271   43599114     41      12  161405       3.5558   -4.4409e-16       3.5558
6789        20   43585120   43710100    212      14  161405       3.5222   -4.4409e-16       3.5222
3787        20   43719450   43739753     49      11  161405       2.2352   -4.4409e-16       2.2352
149708      20   43736593   43753813     60       9  161405       3.1016   -4.4409e-16       3.1016
128488      20   43750567   43763106     41       6  161405       3.0474   -4.4409e-16       3.0474
5266        20   43793540   43806685     50       3  161405     -0.44954   -3.8858e-16     -0.44954
6406        20   43825605   43839914     33       4  161405     -0.76276   -3.3307e-16     -0.76276
6407        20   43840010   43854599     30       4  161405      -1.1974   -4.4409e-16      -1.1974
6590        20   43879380   43893205     41       6  161405     -0.98603   -3.3307e-16     -0.98603
8785        20   43920586   43947206     71       9  161405       1.8474   -4.4409e-16       1.8474
11317       20   43925483   43947964     57       9  161405       1.7151   -4.4409e-16       1.7151
6385        20   43952428   43987064    100      14  161405      -3.4425   -4.4409e-16      -3.4425
90196       20   43978660   44006942     56       5  161405      -1.7665   -4.4409e-16      -1.7665
27296       20   44001020   44019937     39       5  161405      -1.4309   -4.4409e-16      -1.4309
55861       20   44024633   44040750     32       5  161405     -0.79228   -3.3307e-16     -0.79228
51604       20   44034707   44056385     38       9  161405    -0.024727    -3.747e-16    -0.024727
10406       20   44088229   44111672     70      11  161405      -1.3691   -4.4409e-16      -1.3691
10816       20   44139601   44154264     33       6  161405        1.402   -4.4409e-16        1.402
140870      20   44161336   44178134     22       5  161405       1.3698   -4.4409e-16       1.3698
100526773   20   44163419   44186065     71       4  161405       1.5314   -4.4409e-16       1.5314
57119       20   44167765   44186516     70       4  161405       1.5042   -4.4409e-16       1.5042
90199       20   44178291   44217989    215       6  161405       1.4212   -4.4409e-16       1.4212
259240      20   44235078   44269907    121      12  161405       1.1929   -4.4409e-16       1.1929
140832      20   44248385   44261331     51       7  161405       1.3836   -4.4409e-16       1.3836
259239      20   44275702   44308878     68       7  161405       1.0388   -4.4409e-16       1.0388
280664      20   44311790   44343658     86      13  161405       0.5574   -3.3307e-16       0.5574
164237      20   44320655   44338956     57       9  161405      0.35354   -3.8858e-16      0.35354
391253      20   44340988   44355835     53       5  161405     -0.58732   -3.3307e-16     -0.58732
140686      20   44401347   44430547     96      10  161405     -0.25649   -3.8858e-16     -0.25649
116092      20   44410576   44441566     97      11  161405     -0.63176   -3.3307e-16     -0.63176
11065       20   44431255   44447096     36       7  161405     -0.57286   -3.3307e-16     -0.57286
7125        20   44450353   44465953     39       8  161405      0.63144   -3.3307e-16      0.63144
90203       20   44452256   44473414     53      10  161405      0.66026   -3.3307e-16      0.66026
10005       20   44468860   44496048     76      13  161405       1.1152   -4.4409e-16       1.1152
140831      20   44476220   44509270    101      11  161405       1.0576   -4.4409e-16       1.0576
90204       20   44499581   44515405     43       6  161405       1.0151   -4.4409e-16       1.0151
5476        20   44509591   44528959     41       7  161405       1.0759   -4.4409e-16       1.0759
128497      20   44513625   44527245     26       5  161405      0.99133   -3.3307e-16      0.99133
140825      20   44515611   44529926     28       6  161405      0.89654   -3.3307e-16      0.89654
5360        20   44525759   44551003     57      14  161405       1.5777   -4.4409e-16       1.5777
63935       20   44553313   44578232     49      12  161405       1.2918   -4.4409e-16       1.2918
63925       20   44575792   44611560     85      17  161405        1.951   -4.4409e-16        1.951
4318        20   44627547   44646700     61       8  161405     -0.18831   -3.8858e-16     -0.18831
57468       20   44640329   44690289    153      18  161405       1.1054   -4.4409e-16       1.1054
57727       20   44688124   44728580     93      12  161405       1.1477   -4.4409e-16       1.1477
958         20   44736899   44759884     53      12  161405       2.7823   -4.4409e-16       2.7823
64405       20   44800872   44947137    316      41  161405      -1.2004   -4.4409e-16      -1.2004
51006       20   44976667   45003097     33       6  161405      -1.0934   -4.4409e-16      -1.0934
63916       20   44993189   45045690     62       8  161405     -0.68788   -3.3307e-16     -0.68788
55713       20   45126769   45152198     44       7  161405      -1.3216   -4.4409e-16      -1.3216
128506      20   45168170   45189213     63      13  161405      0.26829   -3.8858e-16      0.26829
64849       20   45184962   45323124    333      53  161405     -0.69767   -3.3307e-16     -0.69767
112858      20   45311504   45328301     47       7  161405     -0.70587   -3.3307e-16     -0.70587
81031       20   45328279   45366486    109      14  161405      -1.5171   -4.4409e-16      -1.5171
2139        20   45513263   45818992    919      91  161405     -0.12694   -3.8858e-16     -0.12694
23613       20   45836494   45995485    233      36  161405      0.61413   -3.3307e-16      0.61413
8202        20   46120601   46287121    345      17  161405     -0.75307   -3.3307e-16     -0.75307
55959       20   46284650   46425360    586      85  161405     0.012089   -3.7643e-16     0.012089
57580       20   47239287   47454420    695      37  161405      -1.4095   -4.4409e-16      -1.4095
10564       20   47528250   47654730    297      16  161405       1.5061   -4.4409e-16       1.5061
1434        20   47652783   47714997    143      12  161405       2.0081   -4.4409e-16       2.0081
6780        20   47728376   47814907    159      16  161405       1.7741   -4.4409e-16       1.7741
55661       20   47825832   47862114    106      12  161405     0.089034    -3.747e-16     0.089034
57169       20   47860937   47904756    161      14  161405     0.095901    -3.747e-16     0.095901
3745        20   47987005   48109181    416      40  161405       3.5747   -4.4409e-16       3.5747
5740        20   48118911   48194707    135      36  161405        5.151             0        5.151
9334        20   48247982   48340421    210      17  161405      -1.1895   -4.4409e-16      -1.1895
23315       20   48419250   48510279    295      22  161405      0.23217   -3.8858e-16      0.23217
9825        20   48518428   48542080     65       9  161405     -0.41364   -3.8858e-16     -0.41364
55905       20   48542914   48571922     86      10  161405     -0.53629   -3.3307e-16     -0.53629
6615        20   48589513   48606923     68       7  161405      0.29519   -3.8858e-16      0.29519
7335        20   48696161   48742496     84      10  161405      -1.6934   -4.4409e-16      -1.6934
387522      20   48696161   48780335    164      15  161405      -2.4005   -4.4409e-16      -2.4005
387521      20   48738774   48780335     87       9  161405       -2.879   -4.4409e-16       -2.879
1051        20   48797120   48810727     20       5  161405     -0.99339   -3.3307e-16     -0.99339
100506115   20   48874023   48897832     64      15  161405      -2.0547   -4.4409e-16      -2.0547
5770        20   49116858   49202799    212      24  161405     0.012207   -3.7643e-16     0.012207
140876      20   49201145   49318277    346      41  161405      -1.1243   -4.4409e-16      -1.1243
84612       20   49337923   49374833     97      14  161405     -0.55535   -3.3307e-16     -0.55535
55653       20   49401467   49495214    331      33  161405      -1.5326   -4.4409e-16      -1.5326
23394       20   49504085   49557527    106      13  161405     -0.10657    -3.747e-16     -0.10657
8813        20   49549904   49585081     52      11  161405     -0.55884   -3.3307e-16     -0.55884
27304       20   49565351   49579900     19       6  161405     -0.84626   -3.3307e-16     -0.84626
3755        20   49618693   49649675     73      13  161405       3.0586   -4.4409e-16       3.0586
4773        20   50001994   50189370    530      71  161405     -0.51826   -3.3307e-16     -0.51826
10079       20   50211814   50394908    767      32  161405     -0.66189   -3.3307e-16     -0.66189
57167       20   50399051   50429059    121      21  161405      0.48213   -3.8858e-16      0.48213
55734       20   50699050   50818524    398      30  161405      0.38777   -3.8858e-16      0.38777
128553      20   51578946   52113369   1385     169  161405      0.83737   -3.3307e-16      0.83737
7764        20   52182110   52220801     70      18  161405     -0.31853   -3.8858e-16     -0.31853
8537        20   52558579   52697304    590      43  161405      -2.9916   -4.4409e-16      -2.9916
1591        20   52768485   52800516    166      26  161405     -0.97372   -3.3307e-16     -0.97372
5203        20   52814502   52837992    103      19  161405      -1.8864   -4.4409e-16      -1.8864
55816       20   53082266   53269210    461      35  161405      0.13989   -3.8858e-16      0.13989
140689      20   54570913   54590528     21       7  161405     -0.89384   -3.3307e-16     -0.89384
4159        20   54813788   54826371     45       9  161405     -0.11833    -3.747e-16     -0.11833
116151      20   54923983   54945219     77       7  161405      0.35227   -3.8858e-16      0.35227
6790        20   54942945   54977351     67      22  161405      -1.1158   -4.4409e-16      -1.1158
1477        20   54957427   54981082     59      20  161405     -0.76977   -3.3307e-16     -0.76977
57091       20   54977168   55035896    157      25  161405      0.28144   -3.8858e-16      0.28144
